INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
212002538,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,77,0,2021-01-08 19:30:00,2021,1,Friday,19,,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
212002537,3001,,DEATH INVESTIGATION,C6,222,0,2021-01-08 12:00:00,2021,1,Friday,12,,E THIRD ST,42.3365136240516,-71.0346237313912,"(42.3365136240516, -71.0346237313912)"
212002536,3801,,M/V ACCIDENT - OTHER,C11,355,0,2021-01-12 12:00:00,2021,1,Tuesday,12,,NEPONSET AVE,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212002535,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6, ,0,2021-01-12 12:19:00,2021,1,Tuesday,12,,"LINDEN ST & E FOURTH ST
SOUTH BOSTON  MA 02127
UNI",42.3345510034172,-71.0449839826372,"(42.3345510034172, -71.0449839826372)"
212002534,3130,,SEARCH WARRANT,D4,155,0,2021-01-12 11:40:00,2021,1,Tuesday,11,,TREMONT ST,42.3403136587459,-71.0784445743541,"(42.3403136587459, -71.0784445743541)"
212002532,2610,,TRESPASSING,E5,710,0,2021-01-11 21:48:00,2021,1,Monday,21,,WASHINGTON ST,42.267167255058,-71.1507349119232,"(42.267167255058, -71.1507349119232)"
212002531,3301,,VERBAL DISPUTE,E13,572,0,2021-01-12 12:46:00,2021,1,Tuesday,12,,GLINES AVE,42.3136508449392,-71.0986139367634,"(42.3136508449392, -71.0986139367634)"
212002530,1108,,FRAUD - WELFARE,D14,778,0,2021-01-11 14:10:00,2021,1,Monday,14,,LINCOLN ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212002528,617,,LARCENY THEFT FROM BUILDING,B2,258,0,2021-01-12 10:55:00,2021,1,Tuesday,10,,COLUMBIA RD,42.3151417854272,-71.0670470916465,"(42.3151417854272, -71.0670470916465)"
212002527,2647,,THREATS TO DO BODILY HARM,B2,276,0,2021-01-12 13:00:00,2021,1,Tuesday,13,,SHAWMUT AVE,42.3324875927732,-71.0836580117769,"(42.3324875927732, -71.0836580117769)"
212002526,3001,,DEATH INVESTIGATION,D4,273,0,2021-01-12 12:45:00,2021,1,Tuesday,12,,NORTHAMPTON ST,42.3366504823943,-71.0784103520186,"(42.3366504823943, -71.0784103520186)"
212002525,3801,,M/V ACCIDENT - OTHER,E5,563,0,2021-01-12 12:40:00,2021,1,Tuesday,12,,WASHINGTON ST,42.2891579884268,-71.1252235332771,"(42.2891579884268, -71.1252235332771)"
212002523,3005,,SICK ASSIST,D4,937,0,2021-01-12 11:58:00,2021,1,Tuesday,11,,CAMDEN ST,42.337441144368,-71.0805767102789,"(42.337441144368, -71.0805767102789)"
212002521,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2021-01-12 12:35:00,2021,1,Tuesday,12,,CALUMET ST,42.3313060040608,-71.0719470509794,"(42.3313060040608, -71.0719470509794)"
212002520,3801,,M/V ACCIDENT - OTHER,D14,778,0,2021-01-12 12:31:00,2021,1,Tuesday,12,,WASHINGTON ST,42.3490820958556,-71.153016327173,"(42.3490820958556, -71.153016327173)"
212002519,3115,,INVESTIGATE PERSON,B3, ,0,2021-01-12 11:22:00,2021,1,Tuesday,11,,AMES WAY,42.2896580484078,-71.0863439659688,"(42.2896580484078, -71.0863439659688)"
212002517,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,D4,155,0,2021-01-12 11:45:00,2021,1,Tuesday,11,,TREMONT ST,42.3403136587459,-71.0784445743541,"(42.3403136587459, -71.0784445743541)"
212002513,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E13,608,0,2021-01-12 11:46:00,2021,1,Tuesday,11,,S HUNTINGTON AVE,42.3263984426464,-71.1115262630847,"(42.3263984426464, -71.1115262630847)"
212002512,3115,,INVESTIGATE PERSON,A7,12,0,2021-01-12 11:15:00,2021,1,Tuesday,11,,WORDSWORTH ST,42.3849221171595,-71.0174634960574,"(42.3849221171595, -71.0174634960574)"
212002509,3006,,SICK/INJURED/MEDICAL - PERSON,C6,228,0,2021-01-12 11:58:00,2021,1,Tuesday,11,,E BROADWAY,42.3357580118898,-71.0282030549934,"(42.3357580118898, -71.0282030549934)"
212002506,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2021-01-11 10:30:00,2021,1,Monday,10,,MASSACHUSETTS AVE,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
212002505,613,,LARCENY SHOPLIFTING,A1,112,0,2021-01-12 11:14:00,2021,1,Tuesday,11,,WASHINGTON ST,42.355123390368,-71.0608797985164,"(42.355123390368, -71.0608797985164)"
212002503,801,,ASSAULT - SIMPLE,External,77,0,2021-01-09 14:45:00,2021,1,Saturday,14,,SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
212002502,3115,,INVESTIGATE PERSON,E18,520,0,2021-01-12 11:37:00,2021,1,Tuesday,11,,RIVER ST,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
212002501,3410,,TOWED MOTOR VEHICLE,A1,125,0,2021-01-12 10:16:00,2021,1,Tuesday,10,,MELROSE ST,42.3493546762264,-71.0675575997231,"(42.3493546762264, -71.0675575997231)"
212002498,2670,,HARASSMENT/ CRIMINAL HARASSMENT,C11,332,0,2021-01-12 10:38:00,2021,1,Tuesday,10,,BELLEVUE ST,42.3121234046694,-71.0682072932286,"(42.3121234046694, -71.0682072932286)"
212002497,613,,LARCENY SHOPLIFTING,D14,793,0,2021-01-12 10:48:00,2021,1,Tuesday,10,,BRAINERD RD,42.3470554154448,-71.1343355798322,"(42.3470554154448, -71.1343355798322)"
212002496,3005,,SICK ASSIST,E18,541,0,2021-01-12 10:19:00,2021,1,Tuesday,10,,BEAVER ST,42.2547400320439,-71.1320268505487,"(42.2547400320439, -71.1320268505487)"
212002495,3006,,SICK/INJURED/MEDICAL - PERSON,A1,80,0,2021-01-12 08:12:00,2021,1,Tuesday,8,,MARGARET ST,42.3657031890691,-71.055803007111,"(42.3657031890691, -71.055803007111)"
212002493,3803,,M/V ACCIDENT - PERSONAL INJURY,E18, ,0,2021-01-12 10:23:00,2021,1,Tuesday,10,,"CUMMINS HWY & CHASE ST
ROSLINDALE  MA 02131
UNITED",42.2774310423871,-71.1145819947374,"(42.2774310423871, -71.1145819947374)"
212002492,2647,,THREATS TO DO BODILY HARM,A1,64,0,2021-01-12 08:32:00,2021,1,Tuesday,8,,FRUIT ST,42.3624028076719,-71.0695465167797,"(42.3624028076719, -71.0695465167797)"
212002488,1107,,FRAUD - IMPERSONATION,A15,778,0,2021-01-12 10:25:00,2021,1,Tuesday,10,,RUTHERFORD AVE,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212002487,3502,,MISSING PERSON - LOCATED,B2, ,0,2021-01-12 10:30:00,2021,1,Tuesday,10,,CEDAR ST,42.3265548437889,-71.0921928790987,"(42.3265548437889, -71.0921928790987)"
212002486,3410,,TOWED MOTOR VEHICLE,C11,240,0,2021-01-12 10:09:00,2021,1,Tuesday,10,,PLEASANT ST,42.3183916997929,-71.0588942740801,"(42.3183916997929, -71.0588942740801)"
212002485,801,,ASSAULT - SIMPLE,A7,25,0,2021-01-12 10:00:00,2021,1,Tuesday,10,,W EAGLE ST,42.3813578537773,-71.0376816279925,"(42.3813578537773, -71.0376816279925)"
212002484,3502,,MISSING PERSON - LOCATED,B2, ,0,2021-01-12 10:29:00,2021,1,Tuesday,10,,CEDAR ST,42.3265548437889,-71.0921928790987,"(42.3265548437889, -71.0921928790987)"
212002483,617,,LARCENY THEFT FROM BUILDING,A1,77,0,2021-01-11 00:00:00,2021,1,Monday,0,,SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
212002482,520,,BURGLARY - RESIDENTIAL,D14,778,0,2021-01-12 08:30:00,2021,1,Tuesday,8,,HOOKER ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212002480,3801,,M/V ACCIDENT - OTHER,E18,520,0,2021-01-11 06:15:00,2021,1,Monday,6,,AVILA RD,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
212002479,3410,,TOWED MOTOR VEHICLE,C11, ,0,2021-01-12 10:13:00,2021,1,Tuesday,10,,"CENTRE ST & ADAMS ST
DORCHESTER  MA 02122
UNITED S",42.2951990342636,-71.0562280553405,"(42.2951990342636, -71.0562280553405)"
212002411,1402,,VANDALISM,B3,448,0,2021-01-11 21:12:00,2021,1,Monday,21,,SPENCER ST,42.2938426846596,-71.0760942696752,"(42.2938426846596, -71.0760942696752)"
212002478,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,816,0,2021-01-11 21:30:00,2021,1,Monday,21,,HASKELL ST,42.3592356422486,-71.1285403895493,"(42.3592356422486, -71.1285403895493)"
212002477,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2021-01-10 14:30:00,2021,1,Sunday,14,,UNK,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212002475,3115,,INVESTIGATE PERSON,B3, ,0,2021-01-12 09:31:00,2021,1,Tuesday,9,,MORTON ST,42.2928334722,-71.0942960029417,"(42.2928334722, -71.0942960029417)"
212002474,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,B2,241,0,2021-01-12 09:03:00,2021,1,Tuesday,9,,COLUMBIA RD,42.3183732207403,-71.0635629987875,"(42.3183732207403, -71.0635629987875)"
212002473,613,,LARCENY SHOPLIFTING,C11,452,0,2021-01-12 08:28:00,2021,1,Tuesday,8,,WASHINGTON ST,42.2956967979533,-71.0721405490372,"(42.2956967979533, -71.0721405490372)"
212002472,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,200,0,2021-01-11 18:45:00,2021,1,Monday,18,,NAZING ST,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212002471,613,,LARCENY SHOPLIFTING,A1,111,0,2021-01-12 09:24:00,2021,1,Tuesday,9,,WASHINGTON ST,42.3527294742853,-71.0625629084842,"(42.3527294742853, -71.0625629084842)"
212002470,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,E13,582,0,2021-01-12 09:08:00,2021,1,Tuesday,9,,DAY ST,42.3246180129078,-71.1080411573643,"(42.3246180129078, -71.1080411573643)"
212002468,3115,,INVESTIGATE PERSON,B2,327,0,2021-01-12 07:44:00,2021,1,Tuesday,7,,WOODCLIFF ST,42.3155728497226,-71.0750339290467,"(42.3155728497226, -71.0750339290467)"
212002466,2905,,VAL - VIOLATION OF AUTO LAW,C6, ,0,2021-01-12 08:32:00,2021,1,Tuesday,8,,"W BROADWAY & SAINT CASIMIR ST
SOUTH BOSTON  MA 021",42.3397979580227,-71.0523770202636,"(42.3397979580227, -71.0523770202636)"
212002464,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,618,0,2021-01-11 23:00:00,2021,1,Monday,23,,SAINT STEPHEN ST,42.3415050105868,-71.0883367349465,"(42.3415050105868, -71.0883367349465)"
212002463,3005,,SICK ASSIST,A1,84,0,2021-01-12 08:18:00,2021,1,Tuesday,8,,SALEM ST,42.3633979049115,-71.0560020818856,"(42.3633979049115, -71.0560020818856)"
212002462,3115,,INVESTIGATE PERSON,B2,585,0,2021-01-12 08:08:00,2021,1,Tuesday,8,,PARKER HILL AVE,42.3294745761541,-71.1044202438715,"(42.3294745761541, -71.1044202438715)"
212002460,3801,,M/V ACCIDENT - OTHER,E13,608,0,2021-01-12 06:03:00,2021,1,Tuesday,6,,S HUNTINGTON AVE,42.3313693117835,-71.1118511561899,"(42.3313693117835, -71.1118511561899)"
212002459,3007,,SUDDEN DEATH,B2,259,0,2021-01-12 06:56:00,2021,1,Tuesday,6,,MAGNOLIA ST,42.315848940101,-71.0711303610877,"(42.315848940101, -71.0711303610877)"
212002457,3410,,TOWED MOTOR VEHICLE,A1,77,0,2021-01-12 05:37:00,2021,1,Tuesday,5,,"CONGRESS ST & NEW SUDBURY ST
BOSTON  MA 02114
UNIT",42.3624239668612,-71.05855995668,"(42.3624239668612, -71.05855995668)"
212002455,3005,,SICK ASSIST,C11,343,0,2021-01-12 05:07:00,2021,1,Tuesday,5,,OAKLEY ST,42.3015818825656,-71.0704770548556,"(42.3015818825656, -71.0704770548556)"
212002453,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14,794,0,2021-01-12 03:51:00,2021,1,Tuesday,3,,COMMONWEALTH AVE,42.3483570775571,-71.1364529062904,"(42.3483570775571, -71.1364529062904)"
212002452,3005,,SICK ASSIST,E18,488,0,2021-01-12 02:43:00,2021,1,Tuesday,2,,DANBURY RD,42.2644794022301,-71.1089505913503,"(42.2644794022301, -71.1089505913503)"
212002450,3502,,MISSING PERSON - LOCATED,B2,239,0,2021-01-11 22:39:00,2021,1,Monday,22,,COLUMBIA RD,42.3174818904145,-71.064507036199,"(42.3174818904145, -71.064507036199)"
212002448,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3,418,0,2021-01-12 02:22:00,2021,1,Tuesday,2,,FULLER ST,42.2800927863359,-71.0800541023772,"(42.2800927863359, -71.0800541023772)"
212002447,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B2,287,0,2021-01-12 02:38:00,2021,1,Tuesday,2,,"DEWITT DR & MADISON PARK CT
ROXBURY  MA 02120
UNIT",42.3317369901488,-71.0857869478524,"(42.3317369901488, -71.0857869478524)"
212002446,2905,,VAL - VIOLATION OF AUTO LAW,B2,276,0,2021-01-12 02:22:00,2021,1,Tuesday,2,,"MELNEA CASS BLVD & WASHINGTON ST
ROXBURY  MA 02119",42.3328679916215,-71.0810559481556,"(42.3328679916215, -71.0810559481556)"
212002445,724,,AUTO THEFT,B2,311,0,2021-01-12 02:00:00,2021,1,Tuesday,2,,WARREN ST,42.3202682053361,-71.0815049425355,"(42.3202682053361, -71.0815049425355)"
212002443,2907,,VAL - OPERATING AFTER REV/SUSP.,C6,188,0,2021-01-12 01:00:00,2021,1,Tuesday,1,,"BOSTON ST & MAYHEW ST
DORCHESTER  MA 02125
UNITED ",42.3220409731148,-71.0611580414531,"(42.3220409731148, -71.0611580414531)"
212002442,3005,,SICK ASSIST,D14,807,0,2021-01-12 00:57:00,2021,1,Tuesday,0,,EVERETT ST,42.3605314748212,-71.1364428857631,"(42.3605314748212, -71.1364428857631)"
212002441,3006,,SICK/INJURED/MEDICAL - PERSON,E13,648,0,2021-01-12 01:16:00,2021,1,Tuesday,1,,SOUTH ST,42.3067523156164,-71.1152494872924,"(42.3067523156164, -71.1152494872924)"
212002439,3005,,SICK ASSIST,A7,12,0,2021-01-12 00:16:00,2021,1,Tuesday,0,,WILLIAM F MCCLELLAN HWY,42.3883184062864,-71.0160044888034,"(42.3883184062864, -71.0160044888034)"
212002438,900,,ARSON,B3, ,0,2021-01-11 23:44:00,2021,1,Monday,23,,BROOKVIEW ST,42.2887410979732,-71.091177966277,"(42.2887410979732, -71.091177966277)"
212002436,3115,,INVESTIGATE PERSON,C6,193,0,2021-01-11 22:46:00,2021,1,Monday,22,,"CARPENTER ST & PREBLE ST
SOUTH BOSTON  MA 02127
UN",42.3294029814599,-71.0563059962776,"(42.3294029814599, -71.0563059962776)"
212002435,1102,,FRAUD - FALSE PRETENSE / SCHEME,D4,162,0,2021-01-11 00:42:00,2021,1,Monday,0,,HARRISON AVE,42.3449672845505,-71.0638222387923,"(42.3449672845505, -71.0638222387923)"
212002434,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,D14,796,0,2021-01-12 00:50:00,2021,1,Tuesday,0,,COMMONWEALTH AVE,42.3507396316499,-71.1304790941051,"(42.3507396316499, -71.1304790941051)"
212002432,3006,,SICK/INJURED/MEDICAL - PERSON,B3,475,0,2021-01-12 00:26:00,2021,1,Tuesday,0,,ORLANDO ST,42.2727618395717,-71.1008882340616,"(42.2727618395717, -71.1008882340616)"
212002431,1304,,PROPERTY - STOLEN THEN RECOVERED,C11,345,0,2021-01-12 00:34:00,2021,1,Tuesday,0,,ROBINSON ST,42.3027788427194,-71.0621029322796,"(42.3027788427194, -71.0621029322796)"
212002429,1402,,VANDALISM,C6,914,0,2021-01-11 23:53:00,2021,1,Monday,23,,OLD COLONY AVE,42.32335250897,-71.0524195353946,"(42.32335250897, -71.0524195353946)"
212002428,3115,,INVESTIGATE PERSON,B2,604,0,2021-01-11 23:49:00,2021,1,Monday,23,,HUNTINGTON AVE,42.3339123801319,-71.105245184812,"(42.3339123801319, -71.105245184812)"
212002427,619,,LARCENY ALL OTHERS,C11,357,0,2021-01-11 23:58:00,2021,1,Monday,23,,DAKOTA ST,42.2993850916938,-71.0697886522695,"(42.2993850916938, -71.0697886522695)"
212002426,3115,,INVESTIGATE PERSON,E18,495,0,2021-01-11 23:32:00,2021,1,Monday,23,,WEST ST,42.2612852595852,-71.1215525009839,"(42.2612852595852, -71.1215525009839)"
212002425,1300,,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B2, ,0,2021-01-11 23:20:00,2021,1,Monday,23,,"DEVON ST & LAREDO ST
BOSTON  MA 02121
UNITED STATE",42.3086889932141,-71.0777849471975,"(42.3086889932141, -71.0777849471975)"
212002424,3005,,SICK ASSIST,D14,791,0,2021-01-11 22:55:00,2021,1,Monday,22,,COREY RD,42.3430305878538,-71.139630061166,"(42.3430305878538, -71.139630061166)"
212002422,801,,ASSAULT - SIMPLE,E5,691,0,2021-01-11 23:01:00,2021,1,Monday,23,,CENTRE ST,42.2872074930051,-71.1493802181409,"(42.2872074930051, -71.1493802181409)"
212002421,423,,ASSAULT - AGGRAVATED,B2, ,0,2021-01-11 22:37:00,2021,1,Monday,22,,HOLWORTHY ST,42.3179920128419,-71.0895309950496,"(42.3179920128419, -71.0895309950496)"
212002420,3502,,MISSING PERSON - LOCATED,D4,591,0,2021-01-11 22:47:00,2021,1,Monday,22,,HEMENWAY ST,42.3450702636087,-71.0896046638794,"(42.3450702636087, -71.0896046638794)"
212002419,617,,LARCENY THEFT FROM BUILDING,C11,352,0,2021-01-11 22:25:00,2021,1,Monday,22,,LEROY ST,42.3009548788111,-71.0653760141364,"(42.3009548788111, -71.0653760141364)"
212002418,3115,,INVESTIGATE PERSON,B2,313,0,2021-01-11 21:29:00,2021,1,Monday,21,,"HUMBOLDT AVE & TOWNSEND ST
ROXBURY  MA 02121
UNITE",42.317056009772,-71.0865270381075,"(42.317056009772, -71.0865270381075)"
212002417,3502,,MISSING PERSON - LOCATED,C11,823,0,2021-01-11 21:53:00,2021,1,Monday,21,,SAWYER AVE,42.3120961888699,-71.060844260051,"(42.3120961888699, -71.060844260051)"
212002416,3402,,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",C11,358,0,2021-01-09 17:15:00,2021,1,Saturday,17,,LARCHMONT ST,42.2970336751463,-71.0686066233717,"(42.2970336751463, -71.0686066233717)"
212002415,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D4,619,0,2021-01-11 21:59:00,2021,1,Monday,21,,WESTLAND AVE,42.343764582134,-71.0886686541407,"(42.343764582134, -71.0886686541407)"
212002413,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,B2,285,0,2021-01-11 21:47:00,2021,1,Monday,21,,"MELNEA CASS BLVD & TREMONT ST
ROXBURY  MA 02120
UN",42.3353889866919,-71.0875770096556,"(42.3353889866919, -71.0875770096556)"
212002412,3114,,INVESTIGATE PROPERTY,E5,562,0,2021-01-11 21:40:00,2021,1,Monday,21,,TAFTHILL TER,42.2874114656774,-71.1282971425835,"(42.2874114656774, -71.1282971425835)"
212002409,2905,,VAL - VIOLATION OF AUTO LAW,B3,467,0,2021-01-11 21:00:00,2021,1,Monday,21,,WESTMORE RD,42.284691637689,-71.0962154748171,"(42.284691637689, -71.0962154748171)"
212002407,301,,ROBBERY,C6,936,0,2021-01-11 20:57:00,2021,1,Monday,20,,FLAHERTY WAY,42.3379474468219,-71.0531051340386,"(42.3379474468219, -71.0531051340386)"
212002406,3001,,DEATH INVESTIGATION,A1,111,0,2021-01-11 21:01:00,2021,1,Monday,21,,TEMPLE PL,42.3552142873226,-71.0620635090966,"(42.3552142873226, -71.0620635090966)"
212002405,3006,,SICK/INJURED/MEDICAL - PERSON,D14,802,0,2021-01-11 20:29:00,2021,1,Monday,20,,HARVARD AVE,42.3537541104793,-71.1322562120991,"(42.3537541104793, -71.1322562120991)"
212002403,3410,,TOWED MOTOR VEHICLE,D14,769,0,2021-01-11 20:00:00,2021,1,Monday,20,,LEICESTER ST,42.3529111895404,-71.1530768979382,"(42.3529111895404, -71.1530768979382)"
212002402,3501,,MISSING PERSON,A7,28,0,2021-01-11 07:30:00,2021,1,Monday,7,,MARION ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
212002401,724,,AUTO THEFT,E13,574,0,2021-01-10 10:00:00,2021,1,Sunday,10,,SOUTH ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212002397,801,,ASSAULT - SIMPLE,A7,35,0,2021-01-11 14:17:00,2021,1,Monday,14,,WEBSTER ST,42.366900031419,-71.0374191171006,"(42.366900031419, -71.0374191171006)"
212002395,3005,,SICK ASSIST,B2,304,0,2021-01-11 20:31:00,2021,1,Monday,20,,DIMOCK ST,42.3194977919363,-71.0970735175351,"(42.3194977919363, -71.0970735175351)"
212002393,3005,,SICK ASSIST,B2,327,0,2021-01-11 19:52:00,2021,1,Monday,19,,WOODCLIFF ST,42.3155728497226,-71.0750339290467,"(42.3155728497226, -71.0750339290467)"
212002391,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2021-01-11 16:33:00,2021,1,Monday,16,,"1165 BLUE HILL AVE
DORCHESTER  MA 02126
UNITED STA",42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
212002385,616,,LARCENY THEFT OF BICYCLE,E13,574,0,2021-01-11 16:00:00,2021,1,Monday,16,,BOYLSTON ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212002382,3006,,SICK/INJURED/MEDICAL - PERSON,E18,556,0,2021-01-11 19:08:00,2021,1,Monday,19,,PINEDALE RD,42.2768498919559,-71.1217065945913,"(42.2768498919559, -71.1217065945913)"
212002380,1001,,FORGERY / COUNTERFEITING,E13,579,0,2021-01-11 19:48:00,2021,1,Monday,19,,CENTRE ST,42.3228741338302,-71.101553535675,"(42.3228741338302, -71.101553535675)"
212002379,724,,AUTO THEFT,C6,186,0,2021-01-11 19:39:00,2021,1,Monday,19,,DISTRICT AVE,0,0,"(0, 0)"
212002378,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2, ,0,2021-01-11 19:32:00,2021,1,Monday,19,,"GEORGE ST & CLIFTON ST
ROXBURY  MA 02119
UNITED ST",42.3239679725496,-71.0711770264787,"(42.3239679725496, -71.0711770264787)"
212002375,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,B3, ,0,2021-01-11 19:06:00,2021,1,Monday,19,,"HARVARD ST & BLUE HILL AVE
DORCHESTER  MA 02124
UN",42.2948950371345,-71.0879259902886,"(42.2948950371345, -71.0879259902886)"
212002374,1402,,VANDALISM,B3,427,0,2021-01-11 19:22:00,2021,1,Monday,19,,FESSENDEN ST,42.2785598380554,-71.0919969742475,"(42.2785598380554, -71.0919969742475)"
212002372,3502,,MISSING PERSON - LOCATED,E5,691,0,2021-01-01 18:00:00,2021,1,Friday,18,,SPRING ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
212002371,3005,,SICK ASSIST,C11,352,0,2021-01-11 19:10:00,2021,1,Monday,19,,DRAPER ST,42.3016862239717,-71.0632890094245,"(42.3016862239717, -71.0632890094245)"
212002370,1402,,VANDALISM,B3,428,0,2021-01-07 18:00:00,2021,1,Thursday,18,,NORFOLK ST,42.2803354007481,-71.0882399525426,"(42.2803354007481, -71.0882399525426)"
212002369,801,,ASSAULT - SIMPLE,A1, ,0,2021-01-11 19:20:00,2021,1,Monday,19,,PIEDMONT ST,42.3500225579118,-71.067626580382,"(42.3500225579118, -71.067626580382)"
212002368,1402,,VANDALISM,B3,448,0,2021-01-11 18:57:00,2021,1,Monday,18,,SPENCER ST,42.2938426846596,-71.0760942696752,"(42.2938426846596, -71.0760942696752)"
212002367,3114,,INVESTIGATE PROPERTY,B3,355,0,2021-01-11 19:17:00,2021,1,Monday,19,,STOCKTON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212002365,3801,,M/V ACCIDENT - OTHER,E13,607,0,2021-01-11 18:00:00,2021,1,Monday,18,,ARCOLA ST,42.324709677218,-71.1088041117628,"(42.324709677218, -71.1088041117628)"
212002364,3115,,INVESTIGATE PERSON,B3,422,0,2021-01-11 00:00:00,2021,1,Monday,0,,RIVER ST,42.2714148195234,-71.0801433810402,"(42.2714148195234, -71.0801433810402)"
212002362,1832,,SICK ASSIST - DRUG RELATED ILLNESS,E13,658,0,2021-01-11 14:30:00,2021,1,Monday,14,,ALLANDALE ST,42.3013157068652,-71.1311676037277,"(42.3013157068652, -71.1311676037277)"
212002361,3005,,SICK ASSIST,A1,63,0,2021-01-11 17:53:00,2021,1,Monday,17,,HAWTHORNE PL,42.3643836466238,-71.065847755151,"(42.3643836466238, -71.065847755151)"
212002356,3207,,PROPERTY - FOUND,E5,691,0,2021-01-11 07:00:00,2021,1,Monday,7,,MANTHORNE RD,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
212002354,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,393,0,2021-01-11 17:59:00,2021,1,Monday,17,,"DORCHESTER AVE & TILMAN ST
DORCHESTER  MA 02124
UN",42.2877750122486,-71.0637419579477,"(42.2877750122486, -71.0637419579477)"
212002353,3301,,VERBAL DISPUTE,E13,912,0,2021-01-11 17:25:00,2021,1,Monday,17,,CENTRE ST,42.32283758703,-71.1009672251263,"(42.32283758703, -71.1009672251263)"
212002351,1102,,FRAUD - FALSE PRETENSE / SCHEME,B2,312,0,2021-01-04 09:00:00,2021,1,Monday,9,,CRAWFORD ST,42.316638360467,-71.0917104250731,"(42.316638360467, -71.0917104250731)"
212002349,3114,,INVESTIGATE PROPERTY,C11,355,0,2021-01-11 18:00:00,2021,1,Monday,18,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212002348,1402,,VANDALISM,E18,520,0,2021-01-11 17:45:00,2021,1,Monday,17,,RIVER ST,42.255926478566,-71.1231720744781,"(42.255926478566, -71.1231720744781)"
212002347,3008,,SUICIDE / SUICIDE ATTEMPT,A1, ,0,2021-01-11 17:40:00,2021,1,Monday,17,,TYLER ST,42.3509005960865,-71.0606869017756,"(42.3509005960865, -71.0606869017756)"
212002344,801,,ASSAULT - SIMPLE,B3,457,0,2021-01-11 17:08:00,2021,1,Monday,17,,BLUE HILL AVE,42.3008226756308,-71.0858987267831,"(42.3008226756308, -71.0858987267831)"
212002342,613,,LARCENY SHOPLIFTING,D4,143,0,2021-01-11 12:30:00,2021,1,Monday,12,,BOYLSTON ST,42.348623815555,-71.0827763708641,"(42.348623815555, -71.0827763708641)"
